Team,Opponent,Team_Score,Opp_Score,Spread,Spread_Covered,Final_Score,Date
Evansville,Texas-Arlington,76,84,-2.5,N,76-84,2025-11-18
Duke,Kansas,78,66,-10.5,Y,78-66,2025-11-18
Syracuse,Monmouth,78,73,-21.5,Y,78-73,2025-11-18
Florida State,Tennessee-Martin,87,73,-19.5,Y,87-73,2025-11-18
Xavier,Old Dominion,99,69,-10.5,Y,99-69,2025-11-18
San Diego State,Troy,107,108,-14.5,Y,107-108,2025-11-18
UNC Wilmington,East Carolina,85,60,-6.5,Y,85-60,2025-11-18
James Madison,Towson,81,75,2.5,Y,81-75,2025-11-18
Detroit,Eastern Michigan,62,72,-1.5,N,62-72,2025-11-18
Nevada,UC Davis,71,75,-12.5,Y,71-75,2025-11-18
Boston College,Hampton,63,52,-12.0,Y,63-52,2025-11-18
Delaware,Saint Peter's,81,70,-4.0,Y,81-70,2025-11-18
Kentucky,Michigan State,66,83,-3.5,N,66-83,2025-11-18
Stanford,Louisiana-Lafayette,93,66,-20.5,Y,93-66,2025-11-18
Cal Baptist,UC Riverside,80,57,-12.5,Y,80-57,2025-11-18
Georgia Tech,Georgia Southern,68,66,-11.0,Y,68-66,2025-11-18
UCLA,Sacramento State,79,48,-27.5,Y,79-48,2025-11-18
Utah Valley,UC Irvine,79,72,-2.5,Y,79-72,2025-11-19
Sam Houston State,Wyoming,78,70,-1.5,Y,78-70,2025-11-19
Cleveland State,Valparaiso,75,90,-1.5,N,75-90,2025-11-19
Toledo,Youngstown State,92,75,-1.5,Y,92-75,2025-11-19
Jacksonville State,South Alabama,65,71,-2.5,N,65-71,2025-11-19
Bowling Green,William & Mary,74,82,-8.5,Y,74-82,2025-11-19
Marquette,Dayton,71,77,-6.5,Y,71-77,2025-11-19
TCU,UMKC,81,45,-23.5,Y,81-45,2025-11-19
Richmond,VMI,87,54,-13.5,Y,87-54,2025-11-19
Illinois,Alabama,86,90,-2.5,N,86-90,2025-11-19
Temple,Hofstra,81,76,-5.5,Y,81-76,2025-11-19
St. Mary's,Arkansas State,85,72,-20.5,Y,85-72,2025-11-19
Creighton,North Dakota,75,60,-28.5,Y,75-60,2025-11-19
Weber State,Campbell,91,85,-1.5,Y,91-85,2025-11-19
Maryland,Mount St. Mary's,95,90,-17.5,Y,95-90,2025-11-19
Washington State,Southern Utah,98,74,-12.5,Y,98-74,2025-11-19
Oklahoma State,South Florida,103,95,-3.5,Y,103-95,2025-11-19
La Salle,Villanova,55,70,12.5,N,55-70,2025-11-19
Penn State,Harvard,84,80,-12.5,Y,84-80,2025-11-19
Connecticut,Arizona,67,71,-4.5,Y,67-71,2025-11-19
Indiana State,Louisiana Tech,60,51,-3.5,Y,60-51,2025-11-19
Michigan,Middle Tennessee,86,61,-27.5,Y,86-61,2025-11-19
USC,Troy,107,106,-18.5,Y,107-106,2025-11-20
Rice,Tarleton State,74,90,-4.5,N,74-90,2025-11-20
Ohio State,Western Michigan,91,58,-26.5,Y,91-58,2025-11-20
Central Michigan,Northern Kentucky,66,90,-4.5,N,66-90,2025-11-20
Purdue,Memphis,80,71,-14.5,Y,80-71,2025-11-20
Kansas State,Mississippi State,98,77,1.5,Y,98-77,2025-11-20
Texas Tech,Wake Forest,84,83,-9.5,Y,84-83,2025-11-20
Tennessee,Tennessee State,89,60,-32.0,Y,89-60,2025-11-20
Indiana,Lindenwood,73,53,-33.0,Y,73-53,2025-11-20
Central Florida,Pittsburgh,77,67,1.5,Y,77-67,2025-11-20
Nebraska,New Mexico,84,72,-8.5,Y,84-72,2025-11-20
UNLV,Saint Joseph's,99,85,-10.0,Y,99-85,2025-11-20
Utah,Cal Poly,85,92,-14.5,Y,85-92,2025-11-20
Princeton,Northeastern,70,57,-2.5,Y,70-57,2025-11-20
Houston,Rider,91,45,-40.5,Y,91-45,2025-11-20
Oklahoma,Oral Roberts,95,71,-24.5,Y,95-71,2025-11-20
Miami,Elon,99,72,-20.5,Y,99-72,2025-11-20
Florida Atlantic,Pacific,82,59,-7.5,Y,82-59,2025-11-20
Stony Brook,Brown,80,70,-3.5,Y,80-70,2025-11-20
Missouri,South Dakota,102,68,-24.5,Y,102-68,2025-11-20
St. Bonaventure,Robert Morris,75,61,-11.5,Y,75-61,2025-11-20
New Mexico State,Samford,81,72,-8.5,Y,81-72,2025-11-21
California,Sacramento State,91,67,-21.5,Y,91-67,2025-11-21
Wake Forest,Memphis,69,68,-2.5,Y,69-68,2025-11-21
Appalachian State,Charlotte,65,63,-1.5,Y,65-63,2025-11-21
Colorado,UC Davis,95,79,-14.5,Y,95-79,2025-11-21
College of Charleston,UMass,69,65,-3.0,Y,69-65,2025-11-21
Texas A&M,Manhattan,109,68,-23.5,Y,109-68,2025-11-21
LSU,Nebraska-Omaha,99,73,-20.5,Y,99-73,2025-11-21
Santa Clara,Louisiana-Lafayette,80,43,-19.5,Y,80-43,2025-11-21
Northwestern,Virginia,78,83,4.5,N,78-83,2025-11-21
San Diego,UC Riverside,71,85,-7.5,N,71-85,2025-11-21
South Dakota State,Georgia State,105,58,-12.5,Y,105-58,2025-11-21
UAB,South Alabama,80,72,-7.0,Y,80-72,2025-11-21
Mississippi State,New Mexico,78,80,-6.5,Y,78-80,2025-11-21
Duke,Niagara,100,42,-39.5,Y,100-42,2025-11-21
Yale,Wisconsin-Green Bay,73,67,-17.5,Y,73-67,2025-11-21
Long Beach State,Montana State,72,78,3.5,N,72-78,2025-11-21
Oregon State,Evansville,69,73,-6.5,Y,69-73,2025-11-21
Texas State,Arkansas-Little Rock,65,56,-5.5,Y,65-56,2025-11-21
BYU,Wisconsin,98,70,-4.5,Y,98-70,2025-11-21
Stanford,Seattle,69,77,-10.5,Y,69-77,2025-11-21
Tulane,Utah State,75,96,9.0,N,75-96,2025-11-21
SMU,Arkansas State,100,69,-14.5,Y,100-69,2025-11-21
Butler,South Carolina,79,72,-3.5,Y,79-72,2025-11-21
Boston College,Davidson,49,59,-1.5,N,49-59,2025-11-21
Cincinnati,Louisville,64,74,8.5,N,64-74,2025-11-21
Drexel,Pennsylvania,68,84,-4.5,N,68-84,2025-11-21
Air Force,Southern Illinois-Edwardsville,77,63,2.5,Y,77-63,2025-11-21
East Tennessee State,Morehead State,77,62,-10.5,Y,77-62,2025-11-21
Xavier,Georgia,77,78,10.5,Y,77-78,2025-11-21
Michigan State,Detroit,84,56,-30.5,Y,84-56,2025-11-21
Eastern Michigan,Oakland,97,91,1.5,Y,97-91,2025-11-21
Kansas State,Nebraska,85,86,1.5,Y,85-86,2025-11-21
Portland,Cal State-Fullerton,103,85,-5.5,Y,103-85,2025-11-21
Saint Louis,PFW,91,60,-19.5,Y,91-60,2025-11-21
Colorado State,Denver,81,83,-18.0,Y,81-83,2025-11-21
Texas-Arlington,Campbell,67,71,1.5,N,67-71,2025-11-21
Florida State,Georgia Southern,98,72,-18.0,Y,98-72,2025-11-21
Northern Colorado,St. Thomas (MN),72,73,4.5,Y,72-73,2025-11-21
Akron,Iona,96,75,-11.5,Y,96-75,2025-11-21
Texas Tech,Purdue,56,86,2.5,N,56-86,2025-11-21
Hawaii,Arizona State,76,83,-2.0,N,76-83,2025-11-21
Western Illinois,Coastal Carolina,64,84,3.5,N,64-84,2025-11-21
Clemson,West Virginia,70,67,-3.5,Y,70-67,2025-11-21
Loyola-Chicago,Northern Illinois,59,76,-13.5,N,59-76,2025-11-21
Kent State,Cleveland State,91,71,-15.0,Y,91-71,2025-11-22
Northeastern,Duquesne,93,86,7.5,Y,93-86,2025-11-22
Minnesota,San Francisco,65,77,-1.5,N,65-77,2025-11-22
Penn State,Providence,65,77,3.5,N,65-77,2025-11-22
UMass,Wisconsin-Green Bay,75,79,-5.5,Y,75-79,2025-11-22
Indiana State,Ball State,70,52,-7.5,Y,70-52,2025-11-22
Marquette,Central Michigan,85,71,-24.5,Y,85-71,2025-11-22
UC Irvine,Northern Iowa,69,70,-2.5,Y,69-70,2025-11-22
Cal State-Fullerton,St. Thomas (MN),88,80,12.5,Y,88-80,2025-11-22
Wichita State,Wisconsin-Milwaukee,75,58,-10.5,Y,75-58,2025-11-22
Missouri State,UTRGV,74,67,-3.5,Y,74-67,2025-11-22
Louisiana-Monroe,Morehead State,80,83,6.0,Y,80-83,2025-11-22
Nevada,UC-Santa Barbara,77,64,-5.0,Y,77-64,2025-11-22
Weber State,Texas-Arlington,73,74,-2.5,Y,73-74,2025-11-22
Oregon State,Iona,84,91,-3.5,N,84-91,2025-11-22
Portland,Northern Colorado,80,86,3.5,N,80-86,2025-11-22
Coastal Carolina,North Dakota,75,58,-3.5,Y,75-58,2025-11-22
Northwestern,South Carolina,79,77,-4.5,Y,79-77,2025-11-23
Southern Illinois,Delaware,79,59,-8.5,Y,79-59,2025-11-23
Portland,St. Thomas (MN),66,76,5.5,N,66-76,2025-11-23
Illinois State,Coastal Carolina,94,42,-12.5,Y,94-42,2025-11-23
Xavier,West Virginia,78,68,6.5,Y,78-68,2025-11-23
DePaul,Detroit,95,75,-20.5,Y,95-75,2025-11-23
Georgia,Clemson,94,97,1.5,N,94-97,2025-11-23
Murray State,Middle Tennessee,87,90,-6.5,Y,87-90,2025-11-23
Drexel,Old Dominion,75,71,-3.5,Y,75-71,2025-11-23
Butler,Virginia,80,73,6.5,Y,80-73,2025-11-23
Evansville,Akron,59,97,11.0,N,59-97,2025-11-23
Davidson,Utah State,60,94,9.5,N,60-94,2025-11-23
Monmouth,Robert Morris,71,70,-2.5,Y,71-70,2025-11-23
Pittsburgh,Quinnipiac,75,83,-12.5,Y,75-83,2025-11-23
UNC Greensboro,Youngstown State,68,62,5.5,Y,68-62,2025-11-23
College of Charleston,Yale,63,74,5.5,N,63-74,2025-11-23
East Tennessee State,Louisiana-Monroe,97,55,-19.5,Y,97-55,2025-11-23
Western Michigan,Mount St. Mary's,83,60,-1.5,Y,83-60,2025-11-23
Western Illinois,North Dakota,69,78,2.5,N,69-78,2025-11-23
Air Force,IUPUI,98,85,-3.5,Y,98-85,2025-11-23
Boston College,Tulane,90,93,-3.0,N,90-93,2025-11-23
Cal State-Fullerton,Northern Colorado,93,97,8.5,Y,93-97,2025-11-23
Akron,Yale,94,97,-2.0,N,94-97,2025-11-24
Vermont,Liberty,73,79,8.5,Y,73-79,2025-11-24
Alabama,Gonzaga,85,95,4.5,N,85-95,2025-11-24
George Washington,Middle Tennessee,92,79,-9.5,Y,92-79,2025-11-24
Northern Arizona,Cal Poly,93,87,1.5,Y,93-87,2025-11-24
Michigan,San Diego State,94,54,-5.5,Y,94-54,2025-11-24
Evansville,College of Charleston,59,78,5.0,N,59-78,2025-11-24
George Mason,Ohio,92,69,-6.5,Y,92-69,2025-11-24
UC San Diego,Temple,91,76,1.5,Y,91-76,2025-11-24
Pacific,Stony Brook,86,58,-4.5,Y,86-58,2025-11-24
Houston,Syracuse,78,74,-14.5,Y,78-74,2025-11-24
Towson,Rhode Island,62,55,2.5,Y,62-55,2025-11-24
NC State,Seton Hall,74,85,-7.5,N,74-85,2025-11-24
UAB,Southern Illinois,81,73,-2.5,Y,81-73,2025-11-24
Lindenwood,UMKC,80,67,-4.0,Y,80-67,2025-11-24
Iona,Wisconsin-Green Bay,75,80,-5.5,Y,75-80,2025-11-24
Maryland,UNLV,74,67,-2.5,Y,74-67,2025-11-24
Louisville,Eastern Michigan,87,46,-33.5,Y,87-46,2025-11-24
Kansas,Notre Dame,71,61,-5.5,Y,71-61,2025-11-24
Rutgers,Tennessee,60,85,15.5,N,60-85,2025-11-24
Appalachian State,Elon,53,88,-5.5,N,53-88,2025-11-24
UTSA,Abilene Christian,50,61,2.0,N,50-61,2025-11-24
UC Davis,Louisiana-Lafayette,77,56,-9.5,Y,77-56,2025-11-24
Boise State,USC,67,70,4.5,Y,67-70,2025-11-24
Auburn,Oregon,84,73,-3.5,Y,84-73,2025-11-24
UTEP,William & Mary,63,74,2.5,N,63-74,2025-11-24
Georgia Southern,Youngstown State,61,67,1.5,N,61-67,2025-11-24
Arkansas State,Jacksonville State,74,63,-4.5,Y,74-63,2025-11-24
St. Francis-Pennsylvania,Belmont,57,94,21.5,N,57-94,2025-11-24
Texas,Arizona State,86,87,-7.5,Y,86-87,2025-11-24
Florida International,James Madison,72,80,-2.5,N,72-80,2025-11-24
Iowa State,St. John's,83,82,-2.5,Y,83-82,2025-11-24
Toledo,Troy,75,68,2.5,Y,75-68,2025-11-24
Oregon State,UMass,65,73,-2.5,N,65-73,2025-11-24
Baylor,Creighton,81,74,-3.5,Y,81-74,2025-11-24
Illinois,UTRGV,87,73,-33.5,Y,87-73,2025-11-24
Arizona,Denver,103,73,-32.5,Y,103-73,2025-11-24
Florida Atlantic,Loyola Marymount,76,65,-3.5,Y,76-65,2025-11-24
Bradley,Princeton,88,64,-9.5,Y,88-64,2025-11-24
Jacksonville,Bethune-Cookman,69,64,3.5,Y,69-64,2025-11-24
North Carolina,St. Bonaventure,85,70,-10.5,Y,85-70,2025-11-25
James Madison,Nebraska-Omaha,88,77,-1.5,Y,88-77,2025-11-25
Iowa,Ole Miss,74,69,-4.0,Y,74-69,2025-11-25
Loyola Marymount,Ohio,70,58,-3.5,Y,70-58,2025-11-25
California,UCLA,80,72,7.5,Y,80-72,2025-11-25
Oregon,San Diego State,80,97,-2.5,N,80-97,2025-11-25
Arizona State,Washington State,100,94,-5.5,Y,100-94,2025-11-25
Abilene Christian,William & Mary,58,92,-1.5,N,58-92,2025-11-25
Princeton,Temple,75,79,8.0,Y,75-79,2025-11-25
Georgia Southern,UTSA,64,77,-3.5,N,64-77,2025-11-25
George Washington,Murray State,95,96,-7.5,Y,95-96,2025-11-25
Georgia State,Samford,63,78,6.5,N,63-78,2025-11-25
Villanova,Old Dominion,89,75,-21.5,Y,89-75,2025-11-25
Cal Poly,Southeast Missouri State,68,84,1.5,N,68-84,2025-11-25
Dixie State,Portland State,63,68,1.5,N,63-68,2025-11-25
Florida State,Cal State-Bakersfield,89,59,-25.0,Y,89-59,2025-11-25
Maryland,UNLV,74,67,-2.5,Y,74-67,2025-11-25
UC Irvine,New Mexico State,45,57,-2.5,N,45-57,2025-11-25
Michigan,Auburn,102,72,-5.5,Y,102-72,2025-11-25
Oral Roberts,Kennesaw State,91,83,8.5,Y,91-83,2025-11-25
Montana,Oakland,87,95,-4.5,N,87-95,2025-11-25
Florida Atlantic,George Mason,65,74,4.5,N,65-74,2025-11-25
South Dakota State,Utah Valley,52,75,2.5,N,52-75,2025-11-25
Indiana,Kansas State,86,69,-10.5,Y,86-69,2025-11-25
Wake Forest,Campbell,99,51,-17.5,Y,99-51,2025-11-25
Iowa State,Creighton,78,60,-4.5,Y,78-60,2025-11-25
Alabama,UNLV,115,76,-14.5,Y,115-76,2025-11-25
Kansas,Syracuse,71,60,-4.5,Y,71-60,2025-11-25
Boise State,NC State,70,81,6.5,N,70-81,2025-11-25
Central Florida,Quinnipiac,102,91,-13.5,Y,102-91,2025-11-25
Loyola-Chicago,Northern Iowa,51,72,6.5,N,51-72,2025-11-25
UAB,UTEP,75,59,-7.5,Y,75-59,2025-11-25
San Jose State,Tulsa,51,81,4.5,N,51-81,2025-11-25
Rutgers,Notre Dame,63,68,6.5,Y,63-68,2025-11-25
UNC Greensboro,Delaware,60,73,-2.0,N,60-73,2025-11-25
Gonzaga,Maryland,100,61,-14.5,Y,100-61,2025-11-25
USC,Seton Hall,83,81,-6.5,Y,83-81,2025-11-25
Ohio State,Mount St. Mary's,113,60,-28.5,Y,113-60,2025-11-25
Cal Baptist,San Diego,76,61,-8.5,Y,76-61,2025-11-25
East Carolina,Michigan State,56,89,19.5,N,56-89,2025-11-25
Grand Canyon,Utah,68,58,-4.5,Y,68-58,2025-11-25
Bradley,UC San Diego,77,87,-1.5,N,77-87,2025-11-25
Jacksonville,Pacific,53,68,2.5,N,53-68,2025-11-25
North Texas,Eastern Washington,79,71,-12.5,Y,79-71,2025-11-25
St. John's,Baylor,96,81,-6.5,Y,96-81,2025-11-25
Houston,Tennessee,73,76,-3.0,N,73-76,2025-11-25
Memphis,Southern Illinois,74,58,-10.5,Y,74-58,2025-11-26
Portland,Long Beach State,93,73,-5.5,Y,93-73,2025-11-26
Robert Morris,UIC,88,74,1.5,Y,88-74,2025-11-26
Colorado State,Virginia Tech,64,66,5.5,Y,64-66,2025-11-26
Wichita State,St. Mary's,65,70,10.0,Y,65-70,2025-11-26
Wyoming,Denver,101,59,-9.5,Y,101-59,2025-11-26
Loyola-Chicago,San Jose State,51,63,1.5,N,51-63,2025-11-26
Bradley,Liberty,74,64,4.5,Y,74-64,2025-11-26
Temple,Rhode Island,75,90,3.0,N,75-90,2025-11-26
Northern Arizona,Southeast Missouri State,79,72,-3.0,Y,79-72,2025-11-26
Washington State,Seton Hall,61,75,9.5,N,61-75,2025-11-26
St. Francis-Pennsylvania,Troy,64,74,20.5,Y,64-74,2025-11-26
Northern Iowa,Tulsa,60,63,-2.0,N,60-63,2025-11-26
VMI,Bowling Green,48,81,11.5,N,48-81,2025-11-26
Valparaiso,Southern Indiana,56,64,-9.5,Y,56-64,2025-11-26
Western Kentucky,Vanderbilt,78,83,18.5,Y,78-83,2025-11-26
Idaho,Cal State-Northridge,78,64,-1.5,Y,78-64,2025-11-26
UC San Diego,Towson,87,73,-1.5,Y,87-73,2025-11-26
Kentucky,Tennessee Tech,104,54,-37.5,Y,104-54,2025-11-26
Northern Kentucky,Wofford,93,83,-3.5,Y,93-83,2025-11-26
Chaminade,Boise State,76,102,28.0,Y,76-102,2025-11-26
Michigan,Gonzaga,101,61,2.5,Y,101-61,2025-11-26
Louisiana Tech,Indiana State,75,73,-2.5,Y,75-73,2025-11-26
Princeton,Vermont,74,79,5.5,Y,74-79,2025-11-26
Idaho State,Sam Houston State,81,84,1.5,N,81-84,2025-11-26
Cincinnati,Eastern Michigan,56,64,-22.5,Y,56-64,2025-11-26
Belmont,Toledo,87,72,-4.5,Y,87-72,2025-11-26
Florida International,Nebraska-Omaha,74,61,-4.5,Y,74-61,2025-11-26
Fairfield,Columbia,77,106,3.5,N,77-106,2025-11-26
Jacksonville State,North Dakota State,43,56,3.5,N,43-56,2025-11-26
Fresno State,Pepperdine,76,53,-2.5,Y,76-53,2025-11-26
Arizona State,USC,75,88,5.5,N,75-88,2025-11-26
Utah Valley,Samford,89,45,-7.5,Y,89-45,2025-11-26
UC Irvine,South Dakota State,64,52,-2.5,Y,64-52,2025-11-26
Boston College,Harvard,73,60,-6.5,Y,73-60,2025-11-26
South Florida,VCU,66,78,1.5,N,66-78,2025-11-26
Tennessee,Kansas,76,81,-7.5,Y,76-81,2025-11-26
Air Force,Northern Colorado,53,71,4.5,N,53-71,2025-11-26
Rice,Oral Roberts,81,62,-5.5,Y,81-62,2025-11-26
UNC Greensboro,Miami-Ohio,71,82,10.5,N,71-82,2025-11-26
Mercer,Appalachian State,75,67,-6.5,Y,75-67,2025-11-26
New Mexico State,Georgia State,77,58,-12.5,Y,77-58,2025-11-26
Providence,Wisconsin,83,104,6.5,N,83-104,2025-11-27
South Florida,Western Kentucky,97,91,-7.5,Y,97-91,2025-11-27
St. Bonaventure,East Carolina,67,58,-10.5,Y,67-58,2025-11-27
Colorado,San Francisco,79,69,1.5,Y,79-69,2025-11-27
Florida,TCU,80,84,-11.5,Y,80-84,2025-11-27
Miami,BYU,62,72,7.5,N,62-72,2025-11-27
Illinois State,Charlotte,79,69,-5.5,Y,79-69,2025-11-27
Santa Clara,Saint Louis,70,71,1.5,Y,70-71,2025-11-27
Furman,Richmond,73,72,3.5,Y,73-72,2025-11-27
VCU,Vanderbilt,74,89,6.5,N,74-89,2025-11-27
Dayton,Georgetown University,84,79,-1.5,Y,84-79,2025-11-27
Wichita State,Colorado State,70,76,1.5,N,70-76,2025-11-27
Creighton,Oregon,76,66,-2.5,Y,76-66,2025-11-27
St. Mary's,Virginia Tech,77,66,-5.5,Y,77-66,2025-11-27
Northwestern,Oklahoma State,81,86,-2.5,N,81-86,2025-11-27
Rutgers,UNLV,80,65,4.5,Y,80-65,2025-11-27
Arkansas,Duke,71,80,12.5,Y,71-80,2025-11-27
Stanford,Minnesota,72,68,-2.5,Y,72-68,2025-11-27
Michigan State,North Carolina,74,58,-1.5,Y,74-58,2025-11-27
Nevada,Washington,66,83,3.5,N,66-83,2025-11-27
Davidson,North Carolina A&T,90,74,-13.5,Y,90-74,2025-11-28
Santa Clara,Minnesota,86,75,-5.0,Y,86-75,2025-11-28
Butler,Wright State,94,69,-14.5,Y,94-69,2025-11-28
Wake Forest,Northeastern,86,73,-17.5,Y,86-73,2025-11-28
Colorado,Washington,81,68,2.5,Y,81-68,2025-11-28
Marquette,Oklahoma,74,75,1.5,Y,74-75,2025-11-28
Robert Morris,Southern Utah,61,54,-9.5,Y,61-54,2025-11-28
Georgetown University,Miami,65,78,5.5,N,65-78,2025-11-28
Virginia Tech,VCU,68,86,2.5,N,68-86,2025-11-28
La Salle,Hofstra,58,63,3.5,N,58-63,2025-11-28
Illinois,Connecticut,61,74,4.5,N,61-74,2025-11-28
Monmouth,Ball State,80,73,-3.5,Y,80-73,2025-11-28
Missouri,Cleveland State,86,59,-31.5,Y,86-59,2025-11-28
Loyola Marymount,Stony Brook,68,71,-10.5,Y,68-71,2025-11-28
Seattle,Texas State,66,52,-7.5,Y,66-52,2025-11-28
DePaul,Georgia Tech,75,61,-1.5,Y,75-61,2025-11-28
Drake,LSU,62,71,12.0,Y,62-71,2025-11-28
Mississippi State,SMU,81,87,-1.5,N,81-87,2025-11-28
Florida State,Texas A&M,59,95,-1.5,N,59-95,2025-11-28
Arkansas State,North Dakota State,85,80,-3.0,Y,85-80,2025-11-28
Pittsburgh,Ohio State,67,66,5.5,Y,67-66,2025-11-28
UC-Santa Barbara,Lehigh,72,70,-10.5,Y,72-70,2025-11-28
Hawaii,North Dakota,92,55,-18.5,Y,92-55,2025-11-28
Dayton,BYU,79,83,9.5,Y,79-83,2025-11-28
Purdue,Eastern Illinois,109,62,-40.5,Y,109-62,2025-11-28
Idaho State,Cal State-Northridge,82,50,-1.5,Y,82-50,2025-11-28
Idaho,Sam Houston State,68,94,-1.5,N,68-94,2025-11-28
Colorado State,South Florida,83,68,2.5,Y,83-68,2025-11-28
St. Mary's,Vanderbilt,71,96,4.0,N,71-96,2025-11-28
Wichita State,Western Kentucky,70,75,-4.5,N,70-75,2025-11-28
Pennsylvania,La Salle,73,71,-2.5,Y,73-71,2025-11-29
Niagara,Detroit,66,70,1.5,N,66-70,2025-11-29
George Mason,James Madison,82,66,-12.5,Y,82-66,2025-11-29
Akron,Wisconsin-Milwaukee,105,81,-12.5,Y,105-81,2025-11-29
Oregon State,Cal Baptist,69,75,-1.5,N,69-75,2025-11-29
Utah State,Montana State,84,81,-17.5,Y,84-81,2025-11-29
Saint Peter's,Dartmouth,61,87,-3.5,N,61-87,2025-11-29
Canisius,Buffalo,53,71,9.0,N,53-71,2025-11-29
Southern Illinois,Arkansas-Little Rock,74,65,-13.5,Y,74-65,2025-11-29
Dixie State,UC Riverside,77,69,-5.5,Y,77-69,2025-11-29
South Dakota,Air Force,80,63,-3.5,Y,80-63,2025-11-29
LSU,DePaul,96,63,-5.5,Y,96-63,2025-11-29
Lehigh,Texas State,78,74,6.5,Y,78-74,2025-11-29
Pacific,Sacramento State,68,54,-10.5,Y,68-54,2025-11-29
Central Florida,VMI,82,57,-25.0,Y,82-57,2025-11-29
Drake,Georgia Tech,84,74,4.5,Y,84-74,2025-11-29
Valparaiso,Western Michigan,84,55,-4.5,Y,84-55,2025-11-29
Weber State,UMKC,82,61,-10.5,Y,82-61,2025-11-29
Penn State,Sacred Heart,90,59,-14.5,Y,90-59,2025-11-29
Cal State-Fullerton,Pepperdine,83,69,-1.0,Y,83-69,2025-11-29
Georgia,Tennessee Tech,123,81,-34.5,Y,123-81,2025-11-29
IUPUI,Morehead State,85,80,-3.5,Y,85-80,2025-11-29
Elon,Mercer,84,91,-2.5,N,84-91,2025-11-29
Texas-Arlington,Stephen F. Austin,66,61,-1.5,Y,66-61,2025-11-29
UC-Santa Barbara,Seattle,74,71,2.5,Y,74-71,2025-11-29
San Jose State,UC Irvine,63,72,3.0,N,63-72,2025-11-30
Fresno State,Cal State-Bakersfield,71,76,-10.5,Y,71-76,2025-11-30
William & Mary,Old Dominion,88,75,-8.5,Y,88-75,2025-11-30
UTSA,South Alabama,58,82,1.5,N,58-82,2025-11-30
Long Beach State,San Diego,76,72,2.5,Y,76-72,2025-11-30
Texas Tech,Wyoming,76,72,-20.5,Y,76-72,2025-11-30
College of Charleston,Belmont,73,96,3.0,N,73-96,2025-11-30
Florida Atlantic,St. Bonaventure,65,70,-1.5,N,65-70,2025-11-30
Princeton,Saint Joseph's,58,60,5.5,Y,58-60,2025-11-30
Pennsylvania,Hofstra,60,77,1.5,N,60-77,2025-11-30
Chattanooga,Tennessee State,64,70,-8.5,Y,64-70,2025-11-30
Middle Tennessee,UAB,76,61,1.5,Y,76-61,2025-12-01
Cincinnati,Tarleton State,76,58,-24.5,Y,76-58,2025-12-01
Kansas State,Bowling Green,66,82,-12.0,N,66-82,2025-12-01
Villanova,Temple,74,56,-14.5,Y,74-56,2025-12-01
Delaware,Iona,66,89,1.5,N,66-89,2025-12-01
Stanford,Portland,94,72,-18.5,Y,94-72,2025-12-01
Colorado,Cal Baptist,78,70,-12.5,Y,78-70,2025-12-01
Notre Dame,Missouri,76,71,1.0,Y,76-71,2025-12-02
Dayton,East Tennessee State,88,71,-11.5,Y,88-71,2025-12-02
Pittsburgh,Texas A&M,73,81,3.5,N,73-81,2025-12-02
Wake Forest,Oklahoma,68,86,-4.5,N,68-86,2025-12-02
South Carolina,Virginia Tech,83,86,-2.5,N,83-86,2025-12-02
Murray State,Morehead State,84,52,-17.5,Y,84-52,2025-12-02
Marquette,Valparaiso,75,72,-17.5,Y,75-72,2025-12-02
Pepperdine,Abilene Christian,63,71,1.0,N,63-71,2025-12-02
Oklahoma State,Sam Houston State,93,83,-13.5,Y,93-83,2025-12-02
Rutgers,Purdue,65,81,13.5,N,65-81,2025-12-02
Michigan State,Iowa,71,52,-5.0,Y,71-52,2025-12-02
Northern Illinois,Lindenwood,64,99,-3.5,N,64-99,2025-12-02
Syracuse,Tennessee,62,60,7.5,Y,62-60,2025-12-02
Baylor,Sacramento State,110,88,-29.5,Y,110-88,2025-12-02
Rhode Island,Brown,66,56,-14.0,Y,66-56,2025-12-02
Drake,Western Illinois,108,57,-17.5,Y,108-57,2025-12-02
New Mexico State,South Alabama,75,77,-3.5,Y,75-77,2025-12-02
Butler,Eastern Michigan,84,68,-17.5,Y,84-68,2025-12-02
Providence,Fairleigh Dickinson,94,64,-27.0,Y,94-64,2025-12-02
Loyola-Chicago,Central Michigan,83,72,-6.5,Y,83-72,2025-12-02
Duquesne,William & Mary,79,83,-5.5,Y,79-83,2025-12-02
Charlotte,North Carolina A&T,74,57,-8.5,Y,74-57,2025-12-02
Kansas,Connecticut,56,61,2.5,N,56-61,2025-12-02
Penn State,Campbell,87,76,-14.5,Y,87-76,2025-12-02
Ole Miss,Miami,66,75,-1.5,N,66-75,2025-12-02
Bradley,Washington State,64,60,-6.0,Y,64-60,2025-12-02
California,Utah,79,72,-8.5,Y,79-72,2025-12-02
Loyola Marymount,Saint Louis,70,91,7.5,N,70-91,2025-12-02
Duke,Florida,67,66,-9.5,Y,67-66,2025-12-02
Florida State,Georgia,73,107,-1.5,N,73-107,2025-12-02
Arkansas State,Texas-Arlington,83,63,-5.5,Y,83-63,2025-12-02
Oregon,USC,77,82,2.5,N,77-82,2025-12-02
George Mason,Cornell,99,81,-10.5,Y,99-81,2025-12-02
Mercer,Georgia State,78,67,-10.5,Y,78-67,2025-12-02
